,"DVX1990","DVX1991","DVX1992","DVX1993","DVX1994","DVX1995","DVX1996","DVX1997","DVX1998","DVX1999","DVX2000","DVX2001","DVX2002","DVX2003","DVX2004","DVX2005","DVX2006","DVX2007","DVX2008","DVX2009","DVX2010","DVX2011","DVX2012","DVX2013","DVX2014","DVX2015","DVX2016","DVX2017","DVX2018","VA_exp1990","VA_exp1991","VA_exp1992","VA_exp1993","VA_exp1994","VA_exp1995","VA_exp1996","VA_exp1997","VA_exp1998","VA_exp1999","VA_exp2000","VA_exp2001","VA_exp2002","VA_exp2003","VA_exp2004","VA_exp2005","VA_exp2006","VA_exp2007","VA_exp2008","VA_exp2009","VA_exp2010","VA_exp2011","VA_exp2012","VA_exp2013","VA_exp2014","VA_exp2015","VA_exp2016","VA_exp2017","VA_exp2018","FVA1990","FVA1991","FVA1992","FVA1993","FVA1994","FVA1995","FVA1996","FVA1997","FVA1998","FVA1999","FVA2000","FVA2001","FVA2002","FVA2003","FVA2004","FVA2005","FVA2006","FVA2007","FVA2008","FVA2009","FVA2010","FVA2011","FVA2012","FVA2013","FVA2014","FVA2015","FVA2016","FVA2017","FVA2018","GVC1990","GVC1991","GVC1992","GVC1993","GVC1994","GVC1995","GVC1996","GVC1997","GVC1998","GVC1999","GVC2000","GVC2001","GVC2002","GVC2003","GVC2004","GVC2005","GVC2006","GVC2007","GVC2008","GVC2009","GVC2010","GVC2011","GVC2012","GVC2013","GVC2014","GVC2015","GVC2016","GVC2017","GVC2018","DVA1990","DVA1991","DVA1992","DVA1993","DVA1994","DVA1995","DVA1996","DVA1997","DVA1998","DVA1999","DVA2000","DVA2001","DVA2002","DVA2003","DVA2004","DVA2005","DVA2006","DVA2007","DVA2008","DVA2009","DVA2010","DVA2011","DVA2012","DVA2013","DVA2014","DVA2015","DVA2016","DVA2017","DVA2018",
"Nepal","2.412974e+04","2.474992e+04","3.317594e+04","3.618316e+04","4.601413e+04","5.550997e+04","6.827341e+04","9.175348e+04","1.090446e+05","1.226067e+05","1.634708e+05","1.541533e+05","1.495708e+05","1.763851e+05","2.353152e+05","2.671954e+05","2.738273e+05","3.299566e+05","4.034524e+05","3.395887e+05","4.619950e+05","5.225960e+05","5.131234e+05","5.162637e+05","5.275047e+05","4.708799e+05","4.659769e+05","5.157231e+05","5.701689e+05","1.741139e+05","1.805956e+05","2.372464e+05","2.616519e+05","3.407558e+05","4.039761e+05","4.628057e+05","6.215498e+05","7.148251e+05","8.186017e+05","9.825566e+05","9.674035e+05","9.175448e+05","1.056721e+06","1.312809e+06","1.445204e+06","1.460113e+06","1.747967e+06","2.034075e+06","1.965636e+06","2.608935e+06","2.792920e+06","2.769112e+06","2.764521e+06","2.867064e+06","2.707055e+06","2.707092e+06","2.707037e+06","2.707001e+06","1.935637e+04","2.230178e+04","3.116286e+04","3.501089e+04","4.681984e+04","6.189866e+04","6.837263e+04","7.793900e+04","7.491285e+04","7.900690e+04","8.840874e+04","1.034882e+05","9.592951e+04","1.203340e+05","1.663159e+05","1.877605e+05","2.152746e+05","2.701111e+05","3.391500e+05","3.083009e+05","4.086111e+05","4.594161e+05","4.493205e+05","4.869017e+05","5.144180e+05","4.405419e+05","4.544957e+05","4.395879e+05","4.243690e+05","4.348611e+04","4.705171e+04","6.433880e+04","7.119405e+04","9.283397e+04","1.174086e+05","1.366460e+05","1.696925e+05","1.839575e+05","2.016136e+05","2.518795e+05","2.576415e+05","2.455003e+05","2.967191e+05","4.016310e+05","4.549559e+05","4.891019e+05","6.000676e+05","7.426024e+05","6.478896e+05","8.706061e+05","9.820121e+05","9.624439e+05","1.003165e+06","1.041923e+06","9.114218e+05","9.204726e+05","9.553110e+05","9.945378e+05","1.547575e+05","1.582938e+05","2.060836e+05","2.266410e+05","2.939360e+05","3.420774e+05","3.944330e+05","5.436108e+05","6.399122e+05","7.395948e+05","8.941478e+05","8.639153e+05","8.216153e+05","9.363870e+05","1.146493e+06","1.257443e+06","1.244838e+06","1.477856e+06","1.694925e+06","1.657335e+06","2.200323e+06","2.333504e+06","2.319791e+06","2.277619e+06","2.352645e+06","2.266513e+06","2.252597e+06","2.267449e+06","2.282633e+06",
"Netherlands","3.596051e+07","3.816279e+07","4.385142e+07","4.109602e+07","4.624099e+07","5.896285e+07","6.063197e+07","5.804012e+07","5.957460e+07","6.102280e+07","6.254699e+07","5.792563e+07","6.103481e+07","7.627631e+07","9.647007e+07","1.058303e+08","1.250366e+08","1.525643e+08","1.803094e+08","1.419144e+08","1.769710e+08","1.831421e+08","1.816339e+08","1.895170e+08","2.113044e+08","1.758330e+08","1.817805e+08","1.905448e+08","1.982769e+08","1.610084e+08","1.686421e+08","1.894343e+08","1.783366e+08","1.969309e+08","2.436288e+08","2.489791e+08","2.410617e+08","2.488397e+08","2.542787e+08","2.568570e+08","2.522147e+08","2.663896e+08","3.211981e+08","3.891907e+08","4.240949e+08","4.942675e+08","5.941096e+08","6.944347e+08","5.752563e+08","6.944711e+08","7.252764e+08","7.211721e+08","7.509709e+08","8.081249e+08","7.212945e+08","7.526060e+08","7.891695e+08","8.220168e+08","7.249668e+07","7.694429e+07","8.663828e+07","8.080784e+07","8.999631e+07","1.115308e+08","1.145905e+08","1.110087e+08","1.155967e+08","1.180584e+08","1.225821e+08","1.307129e+08","1.378949e+08","1.650399e+08","2.002295e+08","2.202460e+08","2.654172e+08","3.213673e+08","3.797986e+08","3.120330e+08","3.789023e+08","4.059612e+08","4.013760e+08","4.179603e+08","4.306162e+08","3.901570e+08","4.079233e+08","4.261403e+08","4.435790e+08","1.084572e+08","1.151071e+08","1.304897e+08","1.219039e+08","1.362373e+08","1.704937e+08","1.752225e+08","1.690488e+08","1.751713e+08","1.790812e+08","1.851291e+08","1.886385e+08","1.989298e+08","2.413162e+08","2.966996e+08","3.260763e+08","3.904538e+08","4.739316e+08","5.601080e+08","4.539473e+08","5.558733e+08","5.891033e+08","5.830099e+08","6.074772e+08","6.419206e+08","5.659900e+08","5.897038e+08","6.166851e+08","6.418559e+08","8.851170e+07","9.169776e+07","1.027960e+08","9.752877e+07","1.069346e+08","1.320980e+08","1.343886e+08","1.300529e+08","1.332430e+08","1.362202e+08","1.342748e+08","1.215018e+08","1.284947e+08","1.561583e+08","1.889612e+08","2.038489e+08","2.288503e+08","2.727423e+08","3.146361e+08","2.632233e+08","3.155688e+08","3.193152e+08","3.197962e+08","3.330107e+08","3.775087e+08","3.311375e+08","3.446827e+08","3.630292e+08","3.784378e+08",
"Netherlands Antilles","8.851888e+04","1.083288e+05","1.261651e+05","1.346460e+05","1.388133e+05","1.465317e+05","1.706949e+05","1.710991e+05","1.902455e+05","1.917224e+05","1.981421e+05","2.021131e+05","2.050895e+05","2.080888e+05","2.339275e+05","2.574343e+05","2.952824e+05","3.378446e+05","3.877948e+05","3.397645e+05","4.550255e+05","4.228810e+05","4.220163e+05","4.367543e+05","4.235649e+05","3.981954e+05","4.209642e+05","4.304447e+05","4.314413e+05","4.703737e+05","5.278123e+05","6.021362e+05","6.410928e+05","6.251044e+05","6.394856e+05","7.088885e+05","7.227771e+05","7.655545e+05","7.793114e+05","7.806625e+05","8.312470e+05","8.434535e+05","8.469125e+05","9.518914e+05","1.058469e+06","1.239012e+06","1.476791e+06","1.745809e+06","1.671958e+06","2.266224e+06","2.189061e+06","2.034487e+06","2.089112e+06","2.082284e+06","2.038043e+06","2.038047e+06","2.037978e+06","2.037928e+06","8.524397e+04","8.462036e+04","8.633442e+04","6.767851e+04","6.311108e+04","6.486482e+04","6.755607e+04","5.932321e+04","5.772989e+04","6.176002e+04","5.962853e+04","6.681667e+04","6.464362e+04","7.110769e+04","1.161328e+05","1.350366e+05","1.746258e+05","2.246626e+05","2.869827e+05","2.597746e+05","3.378273e+05","3.839765e+05","3.524707e+05","3.504921e+05","3.607448e+05","3.414950e+05","3.266533e+05","3.218657e+05","3.246977e+05","1.737628e+05","1.929492e+05","2.124995e+05","2.023245e+05","2.019243e+05","2.113965e+05","2.382510e+05","2.304223e+05","2.479754e+05","2.534825e+05","2.577707e+05","2.689298e+05","2.697332e+05","2.791965e+05","3.500602e+05","3.924709e+05","4.699083e+05","5.625072e+05","6.747775e+05","5.995391e+05","7.928528e+05","8.068575e+05","7.744870e+05","7.872464e+05","7.843097e+05","7.396904e+05","7.476174e+05","7.523104e+05","7.561389e+05","3.851297e+05","4.431920e+05","5.158018e+05","5.734143e+05","5.619933e+05","5.746208e+05","6.413324e+05","6.634539e+05","7.078247e+05","7.175514e+05","7.210340e+05","7.644304e+05","7.788099e+05","7.758048e+05","8.357587e+05","9.234329e+05","1.064386e+06","1.252129e+06","1.458827e+06","1.412184e+06","1.928397e+06","1.805084e+06","1.682017e+06","1.738620e+06","1.721539e+06","1.696548e+06","1.711393e+06","1.716112e+06","1.713230e+06",
"New Caledonia","1.408909e+05","1.337790e+05","1.430693e+05","1.367957e+05","1.501518e+05","1.854596e+05","2.155513e+05","1.917204e+05","2.039352e+05","2.210575e+05","2.875686e+05","2.326958e+05","2.537185e+05","3.559817e+05","4.482114e+05","5.050111e+05","6.516602e+05","8.683345e+05","8.322303e+05","5.728768e+05","9.987635e+05","8.904707e+05","8.481227e+05","9.156027e+05","9.296395e+05","8.706460e+05","8.974530e+05","9.412620e+05","9.836991e+05","3.619862e+05","3.457553e+05","3.510583e+05","3.367017e+05","3.637072e+05","4.358685e+05","4.495910e+05","4.521699e+05","3.874639e+05","4.274257e+05","5.035097e+05","4.169200e+05","4.483663e+05","5.829228e+05","7.371255e+05","7.887707e+05","9.705469e+05","1.260339e+06","1.188549e+06","9.201469e+05","1.487421e+06","1.332679e+06","1.293650e+06","1.367154e+06","1.412112e+06","1.338753e+06","1.338766e+06","1.338717e+06","1.338676e+06","3.417708e+04","3.304038e+04","3.416914e+04","3.424036e+04","3.746407e+04","4.462502e+04","4.653599e+04","4.564327e+04","3.637229e+04","4.003669e+04","4.444586e+04","4.038770e+04","4.270928e+04","5.740227e+04","7.074422e+04","8.005177e+04","1.046123e+05","1.362144e+05","1.415374e+05","1.007271e+05","1.538233e+05","1.709816e+05","1.655445e+05","1.781464e+05","1.869465e+05","1.565797e+05","1.557289e+05","1.548761e+05","1.537638e+05","1.750680e+05","1.668194e+05","1.772384e+05","1.710360e+05","1.876159e+05","2.300847e+05","2.620873e+05","2.373637e+05","2.403075e+05","2.610942e+05","3.320144e+05","2.730835e+05","2.964278e+05","4.133840e+05","5.189556e+05","5.850628e+05","7.562725e+05","1.004549e+06","9.737677e+05","6.736039e+05","1.152587e+06","1.061452e+06","1.013667e+06","1.093749e+06","1.116586e+06","1.027226e+06","1.053182e+06","1.096138e+06","1.137463e+06","3.278091e+05","3.127149e+05","3.168891e+05","3.024614e+05","3.262431e+05","3.912434e+05","4.030550e+05","4.065266e+05","3.510916e+05","3.873890e+05","4.590638e+05","3.765323e+05","4.056570e+05","5.255205e+05","6.663812e+05","7.087190e+05","8.659346e+05","1.124124e+06","1.047012e+06","8.194198e+05","1.333598e+06","1.161698e+06","1.128105e+06","1.189007e+06","1.225166e+06","1.182173e+06","1.183038e+06","1.183841e+06","1.184913e+06",
"New Zealand","1.585227e+06","1.550796e+06","1.578683e+06","1.744786e+06","2.033162e+06","2.632806e+06","2.907790e+06","3.052751e+06","3.157273e+06","3.269587e+06","3.725864e+06","3.605093e+06","3.757790e+06","4.450753e+06","5.468299e+06","6.499183e+06","7.619741e+06","9.270860e+06","1.123485e+07","9.143609e+06","1.272222e+07","1.482844e+07","1.443980e+07","1.478760e+07","1.630261e+07","1.399162e+07","1.457330e+07","1.518831e+07","1.563142e+07","1.012231e+07","9.924071e+06","9.867961e+06","1.074956e+07","1.235474e+07","1.515009e+07","1.662966e+07","1.809261e+07","1.700124e+07","1.797232e+07","1.906946e+07","1.834781e+07","1.943739e+07","2.317919e+07","2.824997e+07","3.189994e+07","3.528991e+07","4.269893e+07","4.843610e+07","4.307352e+07","5.769109e+07","6.591674e+07","6.568861e+07","6.761352e+07","7.470234e+07","6.799211e+07","6.930586e+07","6.960513e+07","7.178860e+07","1.654071e+06","1.734422e+06","1.963770e+06","1.997049e+06","2.315432e+06","2.722506e+06","2.924571e+06","3.021146e+06","2.939816e+06","3.223491e+06","3.513991e+06","3.365369e+06","3.566825e+06","4.213429e+06","5.232153e+06","5.888413e+06","6.943158e+06","8.257055e+06","1.015227e+07","7.990491e+06","1.065765e+07","1.239613e+07","1.207040e+07","1.217756e+07","1.270774e+07","1.112076e+07","1.121643e+07","1.122441e+07","1.166224e+07","3.239298e+06","3.285218e+06","3.542453e+06","3.741835e+06","4.348593e+06","5.355311e+06","5.832360e+06","6.073897e+06","6.097089e+06","6.493078e+06","7.239855e+06","6.970462e+06","7.324615e+06","8.664182e+06","1.070045e+07","1.238760e+07","1.456290e+07","1.752791e+07","2.138712e+07","1.713410e+07","2.337987e+07","2.722458e+07","2.651021e+07","2.696516e+07","2.901035e+07","2.511238e+07","2.578973e+07","2.641272e+07","2.729366e+07","8.468240e+06","8.189649e+06","7.904191e+06","8.752510e+06","1.003931e+07","1.242759e+07","1.370509e+07","1.507147e+07","1.406142e+07","1.474883e+07","1.555547e+07","1.498244e+07","1.587057e+07","1.896576e+07","2.301782e+07","2.601152e+07","2.834675e+07","3.444188e+07","3.828383e+07","3.508303e+07","4.703344e+07","5.352061e+07","5.361821e+07","5.543596e+07","6.199460e+07","5.687135e+07","5.808943e+07","5.838071e+07","6.012636e+07",
"Nicaragua","4.304868e+04","4.067351e+04","4.752938e+04","4.629411e+04","4.345998e+04","5.322290e+04","5.852293e+04","5.587152e+04","6.397420e+04","6.155207e+04","6.900985e+04","7.028688e+04","7.049041e+04","8.863443e+04","1.108125e+05","1.288510e+05","1.510482e+05","1.766761e+05","2.173341e+05","1.909363e+05","2.536430e+05","2.707846e+05","2.629556e+05","2.787392e+05","2.858416e+05","2.516438e+05","2.701897e+05","2.801376e+05","2.887778e+05","2.451248e+05","2.362965e+05","2.847779e+05","3.170833e+05","3.163673e+05","3.699058e+05","3.941215e+05","3.925852e+05","4.508235e+05","4.494680e+05","4.884793e+05","5.074498e+05","5.093417e+05","5.788121e+05","6.832415e+05","7.661580e+05","8.762040e+05","9.833989e+05","1.172170e+06","1.089848e+06","1.406505e+06","1.461002e+06","1.439812e+06","1.528628e+06","1.581770e+06","1.475966e+06","1.554029e+06","1.629615e+06","1.674680e+06","2.601011e+04","3.064567e+04","4.028114e+04","4.685460e+04","5.523431e+04","6.720265e+04","7.489090e+04","8.026517e+04","8.714003e+04","9.356289e+04","1.007236e+05","9.805501e+04","1.008627e+05","1.125733e+05","1.338266e+05","1.512154e+05","1.827702e+05","2.153973e+05","2.589850e+05","2.181397e+05","2.867438e+05","3.309044e+05","3.159186e+05","3.199308e+05","3.335259e+05","2.822305e+05","2.860085e+05","2.999284e+05","3.108441e+05","6.905878e+04","7.131919e+04","8.781052e+04","9.314871e+04","9.869429e+04","1.204255e+05","1.334138e+05","1.361367e+05","1.511142e+05","1.551150e+05","1.697334e+05","1.683419e+05","1.713531e+05","2.012077e+05","2.446391e+05","2.800664e+05","3.338184e+05","3.920734e+05","4.763190e+05","4.090760e+05","5.403868e+05","6.016890e+05","5.788743e+05","5.986700e+05","6.193675e+05","5.338743e+05","5.561982e+05","5.800660e+05","5.996219e+05","2.191147e+05","2.056508e+05","2.444968e+05","2.702287e+05","2.611330e+05","3.027031e+05","3.192306e+05","3.123200e+05","3.636835e+05","3.559051e+05","3.877558e+05","4.093948e+05","4.084790e+05","4.662388e+05","5.494149e+05","6.149426e+05","6.934337e+05","7.680015e+05","9.131851e+05","8.717087e+05","1.119761e+06","1.130098e+06","1.123893e+06","1.208697e+06","1.248244e+06","1.193735e+06","1.268020e+06","1.329687e+06","1.363835e+06",
"Niger","2.395374e+04","2.446539e+04","2.717621e+04","2.672588e+04","2.256904e+04","3.542093e+04","4.503029e+04","3.577899e+04","5.142454e+04","5.445895e+04","8.007153e+04","6.798766e+04","7.037720e+04","7.259337e+04","7.293040e+04","8.863326e+04","1.171828e+05","1.198665e+05","1.536534e+05","9.889719e+04","1.755265e+05","1.879114e+05","1.821631e+05","1.540989e+05","1.601291e+05","1.515363e+05","1.613668e+05","1.670997e+05","1.724909e+05","9.899502e+04","1.021883e+05","1.077925e+05","1.074749e+05","9.209308e+04","1.401877e+05","1.566804e+05","1.751706e+05","1.607332e+05","1.755802e+05","2.349502e+05","2.053234e+05","2.216883e+05","2.232262e+05","2.228909e+05","2.636819e+05","3.432128e+05","3.571892e+05","4.395101e+05","3.258503e+05","5.278664e+05","5.646091e+05","5.601448e+05","5.024571e+05","5.240837e+05","5.006664e+05","4.365442e+05","4.498445e+05","4.779222e+05","1.231085e+04","1.142701e+04","1.223773e+04","1.170188e+04","1.365831e+04","1.838028e+04","2.091363e+04","2.137518e+04","2.125723e+04","2.161776e+04","2.548777e+04","2.397949e+04","2.579479e+04","2.829379e+04","3.240710e+04","3.729708e+04","4.558493e+04","5.187424e+04","6.439921e+04","5.401241e+04","7.812498e+04","1.025269e+05","1.007379e+05","9.900475e+04","1.015552e+05","8.543587e+04","7.255053e+04","7.461344e+04","7.990731e+04","3.626459e+04","3.589240e+04","3.941394e+04","3.842776e+04","3.622736e+04","5.380121e+04","6.594392e+04","5.715418e+04","7.268177e+04","7.607670e+04","1.055593e+05","9.196715e+04","9.617199e+04","1.008872e+05","1.053375e+05","1.259303e+05","1.627677e+05","1.717407e+05","2.180526e+05","1.529096e+05","2.536514e+05","2.904383e+05","2.829010e+05","2.531036e+05","2.616843e+05","2.369722e+05","2.339173e+05","2.417132e+05","2.523982e+05","8.668417e+04","9.076127e+04","9.555474e+04","9.577303e+04","7.843476e+04","1.218074e+05","1.357667e+05","1.537954e+05","1.394759e+05","1.539624e+05","2.094624e+05","1.813439e+05","1.958936e+05","1.949324e+05","1.904838e+05","2.263848e+05","2.976279e+05","3.053150e+05","3.751109e+05","2.718379e+05","4.497414e+05","4.620822e+05","4.594069e+05","4.034524e+05","4.225286e+05","4.152305e+05","3.639937e+05","3.752311e+05","3.980149e+05",
"Nigeria","1.401724e+06","1.396455e+06","1.536277e+06","1.483381e+06","1.654973e+06","1.984337e+06","2.185701e+06","2.181989e+06","2.268070e+06","2.352316e+06","3.276637e+06","2.870709e+06","3.162573e+06","3.738807e+06","5.016731e+06","6.209646e+06","7.989823e+06","9.424364e+06","1.220603e+07","8.200995e+06","1.083057e+07","1.293917e+07","1.255151e+07","1.284296e+07","1.383831e+07","1.323002e+07","1.304447e+07","1.335400e+07","1.430551e+07","5.080516e+06","5.079449e+06","5.480971e+06","5.245568e+06","5.587409e+06","6.450872e+06","6.986352e+06","7.330581e+06","7.943029e+06","8.260928e+06","1.043322e+07","9.714070e+06","1.058747e+07","1.198680e+07","1.519870e+07","1.842813e+07","2.228314e+07","2.536664e+07","3.047221e+07","2.228880e+07","2.800175e+07","3.208747e+07","3.067378e+07","3.096836e+07","3.320179e+07","3.260308e+07","3.030005e+07","3.146797e+07","3.395640e+07","4.404077e+05","5.250891e+05","6.035536e+05","5.709633e+05","5.547885e+05","6.951470e+05","6.953497e+05","7.399011e+05","9.086107e+05","7.829314e+05","9.122965e+05","1.037171e+06","9.706145e+05","1.142967e+06","1.164782e+06","1.336743e+06","1.586616e+06","2.029361e+06","2.096899e+06","1.684426e+06","2.062048e+06","2.571493e+06","2.192563e+06","2.071672e+06","2.141350e+06","1.846408e+06","1.790348e+06","1.892246e+06","1.983396e+06","1.842132e+06","1.921544e+06","2.139831e+06","2.054344e+06","2.209762e+06","2.679484e+06","2.881051e+06","2.921890e+06","3.176680e+06","3.135248e+06","4.188934e+06","3.907880e+06","4.133187e+06","4.881774e+06","6.181513e+06","7.546388e+06","9.576439e+06","1.145372e+07","1.430293e+07","9.885421e+06","1.289262e+07","1.551066e+07","1.474408e+07","1.491464e+07","1.597966e+07","1.507642e+07","1.483482e+07","1.524624e+07","1.628890e+07","4.640108e+06","4.554360e+06","4.877417e+06","4.674605e+06","5.032621e+06","5.755725e+06","6.291002e+06","6.590679e+06","7.034418e+06","7.477997e+06","9.520923e+06","8.676899e+06","9.616852e+06","1.084383e+07","1.403392e+07","1.709139e+07","2.069652e+07","2.333728e+07","2.837531e+07","2.060437e+07","2.593971e+07","2.951597e+07","2.848122e+07","2.889669e+07","3.106044e+07","3.075667e+07","2.850971e+07","2.957572e+07","3.197300e+07",
"Norway","1.528881e+07","1.646511e+07","1.861093e+07","1.752166e+07","1.885373e+07","2.260223e+07","2.380548e+07","2.284602e+07","2.338933e+07","2.391034e+07","2.818174e+07","2.965012e+07","3.155120e+07","3.574666e+07","3.887555e+07","4.566786e+07","5.517907e+07","6.758489e+07","8.063918e+07","6.445360e+07","8.123486e+07","8.765445e+07","8.678452e+07","8.384300e+07","8.594338e+07","7.574367e+07","7.652269e+07","7.927172e+07","8.253742e+07","3.477700e+07","3.666243e+07","4.084362e+07","3.866101e+07","4.119871e+07","4.842650e+07","5.092045e+07","4.815776e+07","5.083260e+07","5.151825e+07","5.771324e+07","5.933991e+07","6.334170e+07","7.073971e+07","7.562285e+07","8.655484e+07","9.950517e+07","1.199234e+08","1.383091e+08","1.161947e+08","1.442877e+08","1.510931e+08","1.501247e+08","1.466256e+08","1.528675e+08","1.391156e+08","1.384322e+08","1.391748e+08","1.410612e+08","7.082828e+06","7.458601e+06","8.338402e+06","7.666328e+06","8.434433e+06","1.031059e+07","1.082130e+07","8.889569e+06","1.064459e+07","1.035151e+07","1.066814e+07","1.075494e+07","1.141264e+07","1.344860e+07","1.542840e+07","1.696068e+07","1.986395e+07","2.537098e+07","2.887104e+07","2.372503e+07","2.985023e+07","3.205234e+07","3.137056e+07","3.180946e+07","3.291371e+07","2.858252e+07","2.892319e+07","2.915467e+07","2.946237e+07","2.237164e+07","2.392371e+07","2.694933e+07","2.518799e+07","2.728816e+07","3.291282e+07","3.462678e+07","3.173559e+07","3.403392e+07","3.426185e+07","3.884988e+07","4.040506e+07","4.296384e+07","4.919526e+07","5.430395e+07","6.262854e+07","7.504303e+07","9.295587e+07","1.095102e+08","8.817863e+07","1.110851e+08","1.197068e+08","1.181551e+08","1.156525e+08","1.188571e+08","1.043262e+08","1.054459e+08","1.084264e+08","1.119998e+08","2.769417e+07","2.920383e+07","3.250522e+07","3.099468e+07","3.276428e+07","3.811591e+07","4.009915e+07","3.926819e+07","4.018802e+07","4.116674e+07","4.704510e+07","4.858497e+07","5.192905e+07","5.729111e+07","6.019446e+07","6.959417e+07","7.964121e+07","9.455241e+07","1.094380e+08","9.246968e+07","1.144374e+08","1.190408e+08","1.187542e+08","1.148161e+08","1.199538e+08","1.105331e+08","1.095090e+08","1.100201e+08","1.115989e+08",
"Gaza Strip","1.059662e+04","9.536545e+03","1.146121e+04","1.133968e+04","1.159502e+04","1.240286e+04","1.439597e+04","1.427508e+04","1.510372e+04","1.517231e+04","1.588838e+04","1.338374e+04","1.258308e+04","1.387591e+04","1.617928e+04","2.149917e+04","2.317448e+04","3.092813e+04","3.567618e+04","2.872103e+04","4.796240e+04","4.046705e+04","3.865355e+04","4.195217e+04","4.512988e+04","3.799450e+04","3.896199e+04","4.066794e+04","4.256321e+04","5.214230e+04","4.764295e+04","5.153277e+04","4.854332e+04","4.690749e+04","4.992558e+04","5.018746e+04","4.964127e+04","4.845788e+04","4.804588e+04","4.831085e+04","4.134148e+04","4.006417e+04","4.311584e+04","5.103248e+04","6.243583e+04","7.275560e+04","9.610457e+04","1.128373e+05","1.026421e+05","1.791819e+05","1.653060e+05","1.609846e+05","1.719986e+05","1.842541e+05","1.603939e+05","1.603972e+05","1.603787e+05","1.603628e+05","1.262392e+04","1.177249e+04","1.245397e+04","1.036659e+04","9.149483e+03","8.732703e+03","8.607996e+03","7.388514e+03","6.101921e+03","6.144912e+03","5.352981e+03","5.060305e+03","5.418413e+03","6.383459e+03","8.088931e+03","9.671615e+03","1.352146e+04","1.907989e+04","2.280107e+04","2.294260e+04","4.354941e+04","4.775730e+04","4.566604e+04","4.731175e+04","4.999644e+04","4.036964e+04","4.048036e+04","4.026069e+04","4.003388e+04","2.322054e+04","2.130903e+04","2.391518e+04","2.170627e+04","2.074450e+04","2.113556e+04","2.300397e+04","2.166359e+04","2.120564e+04","2.131722e+04","2.124136e+04","1.844405e+04","1.800150e+04","2.025937e+04","2.426821e+04","3.117079e+04","3.669594e+04","5.000802e+04","5.847725e+04","5.166363e+04","9.151181e+04","8.822435e+04","8.431959e+04","8.926391e+04","9.512632e+04","7.836414e+04","7.944236e+04","8.092864e+04","8.259709e+04","3.951839e+04","3.587046e+04","3.907880e+04","3.817673e+04","3.775801e+04","4.119288e+04","4.157947e+04","4.225276e+04","4.235596e+04","4.190097e+04","4.295787e+04","3.628117e+04","3.464576e+04","3.673238e+04","4.294355e+04","5.276421e+04","5.923414e+04","7.702468e+04","9.003619e+04","7.969951e+04","1.356325e+05","1.175487e+05","1.153186e+05","1.246868e+05","1.342576e+05","1.200242e+05","1.199168e+05","1.201180e+05","1.203290e+05",
