source,target,weight
Labateca,Girón,89
Labateca,Guaca,50
Labateca,Jordán,89
Labateca,Lebrija,79
Labateca,Los Santos,87
Labateca,Macaravita,85
Labateca,Málaga,68
Labateca,Matanza,60
Labateca,Molagavita,78
Labateca,Piedecuesta,69
Labateca,San José De Miranda,72
Labateca,Suratá,53
Labateca,Tona,51
Labateca,Vetas,41
Labateca,Zapatoca,91
Los Patios,Lourdes,38
Los Patios,Mutiscua,64
Los Patios,Pamplona,53
Los Patios,Pamplonita,41
Los Patios,Puerto Santander,58
Los Patios,Ragonvalia,28
Los Patios,Salazar,34
Los Patios,Sardinata,45
Los Patios,Silos,74
Los Patios,Villa Caro,52
Los Patios,Villa Del Rosario,3
Los Patios,Charta,82
Los Patios,El Playón,86
Los Patios,Matanza,86
Los Patios,Suratá,73
Los Patios,Tona,90
Los Patios,Vetas,70
Lourdes,Mutiscua,69
Lourdes,Ocaña,64
Lourdes,Pamplona,67
Lourdes,Pamplonita,55
Lourdes,Puerto Santander,64
Lourdes,Ragonvalia,56
Lourdes,Salazar,19
Lourdes,San Calixto,68
Lourdes,Sardinata,21
Lourdes,Silos,82
Lourdes,Teorama,76
Lourdes,Tibú,92
Lourdes,Villa Caro,15
Lourdes,Villa Del Rosario,41
Lourdes,Bucaramanga,97
Lourdes,Charta,78
Lourdes,El Playón,66
Lourdes,Matanza,77
Lourdes,Sabana De Torres,95
Lourdes,Suratá,66
Lourdes,Tona,88
Lourdes,Vetas,69
Mutiscua,Pamplona,15
Mutiscua,Pamplonita,23
Mutiscua,Ragonvalia,43
Mutiscua,Salazar,50
Mutiscua,Sardinata,90
Mutiscua,Silos,12
Mutiscua,Villa Caro,69
Mutiscua,Villa Del Rosario,66
Mutiscua,San Miguel,83
Mutiscua,Aratoca,69
Mutiscua,Barichara,88
Mutiscua,Bucaramanga,44
Mutiscua,Capitanejo,89
Mutiscua,Carcasí,76
Mutiscua,Cepitá,65
Mutiscua,Cerrito,52
Mutiscua,Charta,23
Mutiscua,Curití,82
Mutiscua,El Playón,50
Mutiscua,Enciso,74
Mutiscua,Floridablanca,44
Mutiscua,Galán,93
Mutiscua,Girón,64
Mutiscua,Guaca,42
Mutiscua,Jordán,75
Mutiscua,Lebrija,53
Mutiscua,Los Santos,71
Mutiscua,Macaravita,91
Mutiscua,Málaga,68
Mutiscua,Matanza,31
Mutiscua,Mogotes,92
Mutiscua,Molagavita,75
Mutiscua,Piedecuesta,50
Mutiscua,Pinchote,99
Mutiscua,Sabana De Torres,80
Mutiscua,San Gil,92
Mutiscua,San Joaquín,98
Mutiscua,San José De Miranda,72
Mutiscua,San Vicente De Chucurí,85
Mutiscua,Suratá,23
Mutiscua,Tona,27
Mutiscua,Vetas,12
Mutiscua,Zapatoca,70
Ocaña,Salazar,75
Ocaña,San Calixto,36
Ocaña,Sardinata,63
Ocaña,Teorama,45
Ocaña,Tibú,84
Ocaña,Villa Caro,52
Ocaña,El Playón,80
Ocaña,Sabana De Torres,87
Ocaña,Suratá,98
Pamplona,Pamplonita,12
Pamplona,Ragonvalia,29
Pamplona,Salazar,48
Pamplona,Sardinata,86
Pamplona,Silos,21
Pamplona,Villa Caro,70
Pamplona,Villa Del Rosario,54
Pamplona,San Miguel,87
Pamplona,Aratoca,81
Pamplona,Bucaramanga,59
Pamplona,Capitanejo,94
Pamplona,Carcasí,78
Pamplona,Cepitá,75
Pamplona,Cerrito,58
Pamplona,Charta,38
Pamplona,Curití,92
Pamplona,El Playón,62
Pamplona,Enciso,79
Pamplona,Floridablanca,59
Pamplona,Girón,79
Pamplona,Guaca,50
Pamplona,Jordán,87
Pamplona,Lebrija,68
Pamplona,Los Santos,84
Pamplona,Macaravita,94
Pamplona,Málaga,74
Pamplona,Matanza,46
Pamplona,Molagavita,83
Pamplona,Piedecuesta,63
Pamplona,Sabana De Torres,94
Pamplona,San José De Miranda,79
Pamplona,Suratá,37
Pamplona,Tona,41
Pamplona,Vetas,26
Pamplona,Zapatoca,85
Pamplonita,Puerto Santander,99
Pamplonita,Ragonvalia,20
Pamplonita,Salazar,37
Pamplonita,Sardinata,74
Pamplonita,Silos,33
Pamplonita,Villa Caro,60
Pamplonita,Villa Del Rosario,42
Pamplonita,Aratoca,92
Pamplonita,Bucaramanga,66
Pamplonita,Carcasí,91
Pamplonita,Cepitá,87
Pamplonita,Cerrito,70
Pamplonita,Charta,45
Pamplonita,El Playón,62
Pamplonita,Enciso,91
Pamplonita,Floridablanca,67
Pamplonita,Girón,86
Pamplonita,Guaca,63
Pamplonita,Jordán,98
Pamplonita,Lebrija,75
Pamplonita,Los Santos,95
Pamplonita,Málaga,86
Pamplonita,Matanza,51
Pamplonita,Molagavita,95
Pamplonita,Piedecuesta,73
Pamplonita,Sabana De Torres,95
Pamplonita,San José De Miranda,91
Pamplonita,Suratá,40
Pamplonita,Tona,50
Pamplonita,Vetas,32
Pamplonita,Zapatoca,94
Puerto Santander,Ragonvalia,86
Puerto Santander,Salazar,77
Puerto Santander,San Calixto,85
Puerto Santander,Sardinata,47
Puerto Santander,Teorama,87
Puerto Santander,Tibú,71
Puerto Santander,Villa Caro,78
Puerto Santander,Villa Del Rosario,58
Ragonvalia,Salazar,42
Ragonvalia,Sardinata,70
Ragonvalia,Silos,51
Ragonvalia,Villa Caro,66
Ragonvalia,Villa Del Rosario,28
Ragonvalia,Bucaramanga,87
Ragonvalia,Cerrito,84
Ragonvalia,Charta,65
Ragonvalia,El Playón,81
Ragonvalia,Floridablanca,88
Ragonvalia,Guaca,79
Ragonvalia,Lebrija,96
Ragonvalia,Matanza,72
Ragonvalia,Piedecuesta,93
Ragonvalia,Suratá,60
Ragonvalia,Tona,71
Ragonvalia,Vetas,53
Salazar,San Calixto,86
Salazar,Sardinata,40
Salazar,Silos,63
Salazar,Teorama,94
Salazar,Villa Caro,23
Salazar,Villa Del Rosario,38
Salazar,Bucaramanga,80
Salazar,Charta,60
Salazar,El Playón,54
Salazar,Floridablanca,84
Salazar,Girón,95
Salazar,Guaca,92
Salazar,Lebrija,85
Salazar,Matanza,60
Salazar,Piedecuesta,94
Salazar,Sabana De Torres,86
Salazar,Suratá,48
Salazar,Tona,70
Salazar,Vetas,50
San Calixto,Sardinata,56
San Calixto,Teorama,9
San Calixto,Tibú,47
San Calixto,Villa Caro,64
Santiago,Mocoa,39
Santiago,Orito,52
Santiago,Puerto Asís,77
Santiago,Puerto Caicedo,67
Santiago,Sibundoy,13
Santiago,Valle Del Guamuez,78
Santiago,Villagarzón,35
Sardinata,Teorama,63
Sardinata,Tibú,72
Sardinata,Villa Caro,31
Sardinata,Villa Del Rosario,48
Sardinata,Charta,99
Sardinata,El Playón,86
Sardinata,Matanza,99
Sardinata,Suratá,87
Sardinata,Vetas,90
Silos,Villa Caro,81
Silos,Villa Del Rosario,76
Silos,San Miguel,70
Silos,Aratoca,59
Silos,Barichara,80
Silos,Bucaramanga,41
Silos,Capitanejo,76
Silos,Carcasí,64
Silos,Cepitá,54
Silos,Cerrito,40
Silos,Charta,24
Silos,Curití,71
Silos,El Playón,57
Silos,Enciso,61
Silos,Floridablanca,39
Silos,Galán,85
Silos,Girón,61
Silos,Guaca,30
Silos,Hato,97
Silos,Jordán,65
Silos,Lebrija,51
Silos,Los Santos,62
Silos,Macaravita,78
Silos,Málaga,55
Silos,Matanza,34
Silos,Mogotes,81
Silos,Molagavita,63
Silos,Onzaga,95
Silos,Palmar,95
Silos,Páramo,99
Silos,Piedecuesta,42
Silos,Pinchote,89
Silos,Sabana De Torres,84
Silos,San Gil,82
Silos,San Joaquín,86
Silos,San José De Miranda,60
Silos,San Vicente De Chucurí,80
Silos,Socorro,98
Silos,Suratá,30
Silos,Tona,23
Silos,Valle De San José,93
Silos,Vetas,19
Silos,Zapatoca,64
Teorama,Tibú,41
Teorama,Villa Caro,73
Tibú,Villa Caro,96
Villa Caro,Villa Del Rosario,56
Villa Caro,Bucaramanga,90
Villa Caro,Charta,73
Villa Caro,El Playón,55
Villa Caro,Floridablanca,95
Villa Caro,Lebrija,92
Villa Caro,Matanza,70
Villa Caro,Sabana De Torres,81
Villa Caro,Suratá,60
Villa Caro,Tona,84
Villa Caro,Vetas,66
Villa Del Rosario,Charta,84
Villa Del Rosario,El Playón,90
Villa Del Rosario,Matanza,88
Villa Del Rosario,Suratá,76
Villa Del Rosario,Tona,92
Villa Del Rosario,Vetas,72
Mocoa,Orito,56
Mocoa,Puerto Asís,61
Mocoa,Puerto Caicedo,51
Mocoa,Puerto Guzmán,95
Mocoa,Sibundoy,30
Mocoa,Valle Del Guamuez,81
Mocoa,Villagarzón,28
Orito,Puerto Asís,34
Orito,Puerto Caicedo,30
Orito,Sibundoy,60
Orito,Valle Del Guamuez,26
Orito,Villagarzón,28
Puerto Asís,Puerto Caicedo,10
Puerto Asís,Puerto Guzmán,79
Puerto Asís,Sibundoy,79
Puerto Asís,Valle Del Guamuez,37
Puerto Asís,Villagarzón,42
Puerto Caicedo,Puerto Guzmán,81
Puerto Caicedo,Sibundoy,69
Puerto Caicedo,Valle Del Guamuez,40
Puerto Caicedo,Villagarzón,32
San Miguel,Aratoca,44
San Miguel,Barichara,64
San Miguel,Bucaramanga,78
San Miguel,Capitanejo,7
San Miguel,Carcasí,12
San Miguel,Cepitá,36
San Miguel,Cerrito,30
San Miguel,Charalá,73
San Miguel,Charta,83
San Miguel,Chima,84
San Miguel,Confines,70
San Miguel,Coromoro,53
San Miguel,Curití,41
San Miguel,El Carmen De Chucurí,96
San Miguel,Encino,69
San Miguel,Enciso,9
San Miguel,Floridablanca,72
San Miguel,Galán,75
San Miguel,Girón,88
San Miguel,Guaca,43
San Miguel,Guapotá,79
San Miguel,Hato,79
San Miguel,Jordán,51
San Miguel,Lebrija,86
San Miguel,Los Santos,54
San Miguel,Macaravita,9
San Miguel,Málaga,16
San Miguel,Matanza,90
San Miguel,Mogotes,37
San Miguel,Molagavita,20
San Miguel,Ocamonte,58
San Miguel,Oiba,79
San Miguel,Onzaga,33
San Miguel,Palmar,70
San Miguel,Palmas Del Socorro,73
San Miguel,Páramo,62
San Miguel,Piedecuesta,60
San Miguel,Pinchote,59
San Miguel,San Gil,53
San Miguel,San Joaquín,29
San Miguel,San José De Miranda,13
San Miguel,San Vicente De Chucurí,91
San Miguel,Simacota,77
San Miguel,Socorro,69
San Miguel,Suaita,93
San Miguel,Suratá,95
San Miguel,Tona,72
San Miguel,Valle De San José,54
San Miguel,Vetas,86
San Miguel,Zapatoca,70
Sibundoy,Valle Del Guamuez,86
Sibundoy,Villagarzón,36
Valle Del Guamuez,Villagarzón,53
Calarca,Circasia,9
Calarca,Filandia,17
Calarca,Génova,44
Calarca,La Tebaida,18
Calarca,Montenegro,12
Calarca,Pijao,22
Calarca,Quimbaya,20
Calarca,Salento,19
Calarca,Apía,72
Calarca,Belén De Umbría,77
Calarca,Dosquebradas,34
Calarca,Guática,90
Calarca,La Celia,64
Calarca,La Virginia,48
Calarca,Marsella,49
Calarca,Pereira,32
Calarca,Pueblo Rico,87
Calarca,Quinchía,88
Calarca,Santa Rosa De Cabal,37
Calarca,Santuario,69
Calarca,Anzoátegui,61
Calarca,Armero,93
Calarca,Casabianca,83
Calarca,Falan,99
Calarca,Fresno,96
Calarca,Ibagué,45
Calarca,Ortega,78
Calarca,Rovira,47
Calarca,Alcalá,22
Calarca,Andalucía,70
Calarca,Ansermanuevo,53
Calarca,Bugalagrande,62
Calarca,Caicedonia,33
Calarca,Cartago,38
Calarca,El Águila,61
Calarca,El Cairo,69
Calarca,El Dovio,66
Calarca,Obando,37
Calarca,Riofrío,94
Calarca,Roldanillo,59
Calarca,Sevilla,48
Calarca,Toro,49
Calarca,Trujillo,83
Calarca,Tuluá,78
Calarca,Ulloa,22
Calarca,Versalles,66
Calarca,Zarzal,49
Circasia,Filandia,8
Circasia,Génova,53
Circasia,La Tebaida,22
Circasia,Montenegro,10
Circasia,Pijao,30
Circasia,Quimbaya,15
Circasia,Salento,14
Circasia,Apía,62
Circasia,Belén De Umbría,67
Circasia,Dosquebradas,25
Circasia,Guática,81
Circasia,La Celia,55
Circasia,La Virginia,40
Circasia,Marsella,39
Circasia,Mistrató,93
Circasia,Pereira,22
Circasia,Pueblo Rico,78
Circasia,Quinchía,79
Circasia,Santa Rosa De Cabal,28
Circasia,Santuario,60
Circasia,Anzoátegui,63
Circasia,Armero,91
Circasia,Casabianca,79
Circasia,Falan,95
Circasia,Fresno,91
Circasia,Ibagué,50
Circasia,Ortega,87
Circasia,Rovira,56
Circasia,Alcalá,14
Circasia,Andalucía,74
Circasia,Ansermanuevo,46
Circasia,Bugalagrande,66
Circasia,Caicedonia,39
Circasia,Cartago,31
Circasia,El Águila,53
Circasia,El Cairo,64
Circasia,El Dovio,64
Circasia,Obando,34
Circasia,Riofrío,97
Circasia,Roldanillo,58
Circasia,Sevilla,55
Circasia,Toro,46
Circasia,Trujillo,85
Circasia,Tuluá,83
Circasia,Ulloa,13
Circasia,Versalles,63
Circasia,Zarzal,51
Filandia,Génova,62
Filandia,La Tebaida,30
Filandia,Montenegro,17
Filandia,Pijao,39
Filandia,Quimbaya,19
Filandia,Salento,10
Filandia,Apía,56
Filandia,Belén De Umbría,60
Filandia,Dosquebradas,16
Filandia,Guática,73
Filandia,La Celia,50
Filandia,La Virginia,34
Filandia,Marsella,31
Filandia,Mistrató,86
Filandia,Pereira,14
Filandia,Pueblo Rico,72
Filandia,Quinchía,70
Filandia,Santa Rosa De Cabal,19
Filandia,Santuario,54
Filandia,Anzoátegui,62
Filandia,Armero,87
Filandia,Casabianca,72
Filandia,Falan,90
Filandia,Fresno,85
Filandia,Ibagué,52
Filandia,Ortega,94
Filandia,Rovira,63
Filandia,Alcalá,14
Filandia,Andalucía,81
Filandia,Ansermanuevo,45
Filandia,Bugalagrande,73
Filandia,Caicedonia,47
Filandia,Cartago,31
Filandia,El Águila,49
Filandia,El Cairo,63
Filandia,El Dovio,68
Filandia,Obando,38
Filandia,Roldanillo,63
Filandia,Sevilla,64
Filandia,Toro,48
Filandia,Trujillo,91
Filandia,Tuluá,90
Filandia,Ulloa,9
Filandia,Versalles,65
Filandia,Zarzal,57
Génova,La Tebaida,35
Génova,Montenegro,47
Génova,Pijao,22
Génova,Quimbaya,53
Génova,Salento,63
Génova,Dosquebradas,78
Génova,La Celia,98
Génova,La Virginia,86
Génova,Marsella,91
Génova,Pereira,75
Génova,Santa Rosa De Cabal,81
Génova,Anzoátegui,89
Génova,Ibagué,64
Génova,Ortega,57
Génova,Rioblanco,73
Génova,Rovira,41
Génova,Alcalá,59
Génova,Andalucía,48
Génova,Ansermanuevo,80
Génova,Bugalagrande,40
Génova,Caicedonia,22
Génova,Cartago,67
Génova,El Águila,92
Génova,El Cairo,87
Génova,El Cerrito,80
Génova,El Dovio,69
Génova,Ginebra,67
Génova,Guacarí,74
Génova,Guadalajara De Buga,68
Génova,Obando,55
Génova,Palmira,91
Génova,Pradera,92
Génova,Riofrío,72
Génova,Roldanillo,58
Génova,Sevilla,15
Génova,Toro,64
Génova,Trujillo,65
Génova,Tuluá,51
Génova,Ulloa,62
Génova,Versalles,76
Génova,Vijes,93
Génova,Yotoco,77
Génova,Zarzal,44
La Tebaida,Montenegro,13
La Tebaida,Pijao,16
La Tebaida,Quimbaya,17
La Tebaida,Salento,36
La Tebaida,Apía,74
La Tebaida,Belén De Umbría,82
La Tebaida,Dosquebradas,44
La Tebaida,Guática,97
La Tebaida,La Celia,63
La Tebaida,La Virginia,50
La Tebaida,Marsella,56
La Tebaida,Pereira,41
La Tebaida,Pueblo Rico,89
La Tebaida,Quinchía,97
La Tebaida,Santa Rosa De Cabal,49
La Tebaida,Santuario,71
La Tebaida,Anzoátegui,79
La Tebaida,Ibagué,60
La Tebaida,Ortega,82
La Tebaida,Rovira,54
La Tebaida,Alcalá,24
La Tebaida,Andalucía,52
La Tebaida,Ansermanuevo,46
La Tebaida,Bugalagrande,43
La Tebaida,Caicedonia,17
La Tebaida,Cartago,32
La Tebaida,El Águila,57
La Tebaida,El Cairo,58
La Tebaida,El Dovio,50
La Tebaida,Ginebra,90
La Tebaida,Guacarí,93
La Tebaida,Guadalajara De Buga,83
La Tebaida,Obando,24
La Tebaida,Riofrío,76
La Tebaida,Roldanillo,41
La Tebaida,Sevilla,33
La Tebaida,Toro,36
La Tebaida,Trujillo,64
La Tebaida,Tuluá,60
La Tebaida,Ulloa,28
La Tebaida,Versalles,52
La Tebaida,Yotoco,90
La Tebaida,Zarzal,31
Montenegro,Pijao,26
Montenegro,Quimbaya,7
Montenegro,Salento,25
Montenegro,Apía,63
Montenegro,Belén De Umbría,70
Montenegro,Dosquebradas,31
Montenegro,Guática,84
Montenegro,La Celia,53
Montenegro,La Virginia,39
Montenegro,Marsella,43
Montenegro,Mistrató,94
Montenegro,Pereira,28
Montenegro,Pueblo Rico,78
Montenegro,Quinchía,84
Montenegro,Santa Rosa De Cabal,36
Montenegro,Santuario,60
Montenegro,Anzoátegui,73
Montenegro,Casabianca,89
Montenegro,Ibagué,57
Montenegro,Ortega,88
Montenegro,Rovira,59
Montenegro,Alcalá,12
Montenegro,Andalucía,63
Montenegro,Ansermanuevo,40
Montenegro,Bugalagrande,55
Montenegro,Caicedonia,30
Montenegro,Cartago,25
Montenegro,El Águila,49
Montenegro,El Cairo,56
Montenegro,El Dovio,54
Montenegro,Guadalajara De Buga,95
Montenegro,Obando,24
Montenegro,Riofrío,86
Montenegro,Roldanillo,48
Montenegro,Sevilla,47
Montenegro,Toro,36
Montenegro,Trujillo,74
Montenegro,Tuluá,72
Montenegro,Ulloa,15
Montenegro,Versalles,53
Montenegro,Zarzal,40
Pijao,Quimbaya,32
Pijao,Salento,42
Pijao,Apía,89
Pijao,Belén De Umbría,96
Pijao,Dosquebradas,56
Pijao,La Celia,78
Pijao,La Virginia,65
Pijao,Marsella,69
Pijao,Pereira,53
Pijao,Santa Rosa De Cabal,59
Pijao,Santuario,86
Pijao,Anzoátegui,75
Pijao,Ibagué,52
Pijao,Ortega,66
Pijao,Rioblanco,95
Pijao,Rovira,40
Pijao,Alcalá,38
Pijao,Andalucía,54
Pijao,Ansermanuevo,62
Pijao,Bugalagrande,46
Pijao,Caicedonia,15
Pijao,Cartago,48
Pijao,El Águila,73
Pijao,El Cairo,74
Pijao,El Cerrito,98
Pijao,El Dovio,62
Pijao,Ginebra,85
Pijao,Guacarí,90
Pijao,Guadalajara De Buga,81
Pijao,Obando,39
Pijao,Riofrío,79
Pijao,Roldanillo,52
Pijao,Sevilla,27
Pijao,Toro,51
Pijao,Trujillo,69
Pijao,Tuluá,61
Pijao,Ulloa,41
Pijao,Versalles,66
Pijao,Yotoco,89
Pijao,Zarzal,39
Quimbaya,Salento,28
Quimbaya,Apía,56
Quimbaya,Belén De Umbría,64
Quimbaya,Dosquebradas,28
Quimbaya,Guática,79
Quimbaya,La Celia,46
Quimbaya,La Virginia,32
Quimbaya,Marsella,38
Quimbaya,Mistrató,88
Quimbaya,Pereira,25
Quimbaya,Pueblo Rico,71
Quimbaya,Quinchía,79
Quimbaya,Santa Rosa De Cabal,34
Quimbaya,Santuario,53
Quimbaya,Anzoátegui,78
Quimbaya,Casabianca,91
Quimbaya,Ibagué,64
Quimbaya,Ortega,96
Quimbaya,Rovira,66
Quimbaya,Alcalá,7
Quimbaya,Andalucía,63
Quimbaya,Ansermanuevo,33
Quimbaya,Bugalagrande,56
Quimbaya,Caicedonia,34
Quimbaya,Cartago,18
Quimbaya,El Águila,42
Quimbaya,El Cairo,49
Quimbaya,El Dovio,49
Quimbaya,Guadalajara De Buga,96
Quimbaya,Obando,19
Quimbaya,Riofrío,85
Quimbaya,Roldanillo,44
Quimbaya,Sevilla,51
Quimbaya,Toro,30
Quimbaya,Trujillo,72
Quimbaya,Tuluá,72
Quimbaya,Ulloa,12
Quimbaya,Versalles,47
Quimbaya,Zarzal,39
Salento,Apía,63
Salento,Belén De Umbría,65
Salento,Dosquebradas,21
Salento,Guática,77
Salento,La Celia,59
Salento,La Virginia,43
Salento,Marsella,37
Salento,Mistrató,92
Salento,Pereira,21
Salento,Pueblo Rico,79
Salento,Quinchía,73
Salento,Santa Rosa De Cabal,21
Salento,Santuario,62
Salento,Anzoátegui,51
Salento,Armero,77
Salento,Casabianca,64
Salento,Falan,81
Salento,Fresno,77
Salento,Ibagué,43
Salento,Mariquita,92
Salento,Ortega,88
Salento,Rovira,58
Salento,Alcalá,25
Salento,Andalucía,88
Salento,Ansermanuevo,55
Salento,Bugalagrande,80
Salento,Caicedonia,52
Salento,Cartago,42
Salento,El Águila,59
Salento,El Cairo,74
Salento,El Dovio,78
Salento,Obando,47
Salento,Roldanillo,72
Salento,Sevilla,68
Salento,Toro,58
Salento,Trujillo,99
Salento,Tuluá,97
Salento,Ulloa,20
Salento,Versalles,75
Salento,Zarzal,65
Apía,Belén De Umbría,12
Apía,Dosquebradas,42
Apía,Guática,28
Apía,La Celia,15
Apía,La Virginia,23
Apía,Marsella,26
Apía,Mistrató,31
Apía,Pereira,42
Apía,Pueblo Rico,16
Apía,Quinchía,35
Apía,Santa Rosa De Cabal,44
Apía,Santuario,4
Apía,Casabianca,91
Apía,Alcalá,50
Apía,Ansermanuevo,36
Apía,Caicedonia,89
Apía,Cartago,43
Apía,El Águila,24
Apía,El Cairo,49
Apía,El Dovio,73
Apía,Obando,58
Apía,Roldanillo,77
Apía,Toro,56
Apía,Ulloa,49
Apía,Versalles,62
Apía,Zarzal,82
Belén De Umbría,Dosquebradas,44
Belén De Umbría,Guática,16
Belén De Umbría,La Celia,27
Belén De Umbría,La Virginia,32
Belén De Umbría,Marsella,28
Belén De Umbría,Mistrató,26
Belén De Umbría,Pereira,45
Belén De Umbría,Pueblo Rico,18
Belén De Umbría,Quinchía,23
Belén De Umbría,Santa Rosa De Cabal,45
Belén De Umbría,Santuario,16
Belén De Umbría,Casabianca,83
Belén De Umbría,Fresno,92
Belén De Umbría,Alcalá,57
Belén De Umbría,Ansermanuevo,48
Belén De Umbría,Caicedonia,97
Belén De Umbría,Cartago,53
Belén De Umbría,El Águila,36
Belén De Umbría,El Cairo,61
Belén De Umbría,El Dovio,85
Belén De Umbría,Obando,68
Belén De Umbría,Roldanillo,88
Belén De Umbría,Toro,68
Belén De Umbría,Ulloa,55
Belén De Umbría,Versalles,74
Belén De Umbría,Zarzal,93
Dosquebradas,Guática,56
Dosquebradas,La Celia,39
Dosquebradas,La Virginia,24
Dosquebradas,Marsella,15
Dosquebradas,Mistrató,70
Dosquebradas,Pereira,3
Dosquebradas,Pueblo Rico,57
Dosquebradas,Quinchía,53
Dosquebradas,Santa Rosa De Cabal,6
Dosquebradas,Santuario,41
Dosquebradas,Anzoátegui,68
Dosquebradas,Armero,85
Dosquebradas,Casabianca,66
Dosquebradas,Falan,85
Dosquebradas,Fresno,78
Dosquebradas,Ibagué,64
Dosquebradas,Mariquita,94
Dosquebradas,Rovira,79
Dosquebradas,Alcalá,21
Dosquebradas,Andalucía,92
Dosquebradas,Ansermanuevo,41
Dosquebradas,Bugalagrande,84
Dosquebradas,Caicedonia,61
Dosquebradas,Cartago,32
Dosquebradas,El Águila,41
Dosquebradas,El Cairo,61
Dosquebradas,El Dovio,72
Dosquebradas,Obando,44
Dosquebradas,Roldanillo,70
Dosquebradas,Sevilla,78
Dosquebradas,Toro,51
Dosquebradas,Trujillo,99
Dosquebradas,Ulloa,16
Dosquebradas,Versalles,66
Dosquebradas,Zarzal,67
Guática,La Celia,43
Guática,La Virginia,48
Guática,Marsella,41
Guática,Mistrató,21
Guática,Pereira,58
Guática,Pueblo Rico,26
Guática,Quinchía,12
Guática,Santa Rosa De Cabal,55
Guática,Santuario,32
Guática,Casabianca,82
Guática,Fresno,88
Guática,Alcalá,72
Guática,Ansermanuevo,64
Guática,Cartago,69
Guática,El Águila,52
Guática,El Cairo,77
Guática,Obando,85
Guática,Toro,84
Guática,Ulloa,69
Guática,Versalles,91
La Celia,La Virginia,16
La Celia,Marsella,27
La Celia,Mistrató,44
La Celia,Pereira,38
La Celia,Pueblo Rico,26
La Celia,Quinchía,50
La Celia,Santa Rosa De Cabal,44
La Celia,Santuario,11
La Celia,Casabianca,98
La Celia,Alcalá,41
La Celia,Andalucía,91
La Celia,Ansermanuevo,21
La Celia,Bugalagrande,86
La Celia,Caicedonia,76
La Celia,Cartago,30
La Celia,El Águila,9
La Celia,El Cairo,34
La Celia,El Dovio,58
La Celia,Obando,45
La Celia,Roldanillo,62
La Celia,Sevilla,92
La Celia,Toro,41
La Celia,Trujillo,91
La Celia,Ulloa,42
La Celia,Versalles,47
La Celia,Zarzal,68
La Virginia,Marsella,15
La Virginia,Mistrató,55
La Virginia,Pereira,22
La Virginia,Pueblo Rico,39
La Virginia,Quinchía,50
La Virginia,Santa Rosa De Cabal,29
La Virginia,Santuario,21
La Virginia,Anzoátegui,92
La Virginia,Casabianca,86
La Virginia,Fresno,97
La Virginia,Ibagué,86
La Virginia,Rovira,96
La Virginia,Alcalá,27
La Virginia,Andalucía,86
La Virginia,Ansermanuevo,21
La Virginia,Bugalagrande,80
La Virginia,Caicedonia,65
La Virginia,Cartago,21
La Virginia,El Águila,17
La Virginia,El Cairo,40
La Virginia,El Dovio,58
La Virginia,Obando,37
La Virginia,Roldanillo,59
La Virginia,Sevilla,82
La Virginia,Toro,38
La Virginia,Trujillo,90
La Virginia,Tuluá,96
La Virginia,Ulloa,26
La Virginia,Versalles,49
La Virginia,Zarzal,61
Marsella,Mistrató,54
Marsella,Pereira,17
Marsella,Pueblo Rico,42
Marsella,Quinchía,41
Marsella,Santa Rosa De Cabal,18
Marsella,Santuario,26
Marsella,Anzoátegui,81
Marsella,Armero,93
Marsella,Casabianca,71
Marsella,Falan,91
Marsella,Fresno,82
Marsella,Ibagué,80
Marsella,Mariquita,98
Marsella,Rovira,94
Marsella,Alcalá,31
Marsella,Andalucía,98
Marsella,Ansermanuevo,37
Marsella,Bugalagrande,91
Marsella,Caicedonia,72
Marsella,Cartago,33
Marsella,El Águila,32
Marsella,El Cairo,56
Marsella,El Dovio,72
Marsella,Obando,48
Marsella,Roldanillo,72
Marsella,Sevilla,89
Marsella,Toro,52
Marsella,Ulloa,28
Marsella,Versalles,65
Marsella,Zarzal,73
Mistrató,Pereira,71
Mistrató,Pueblo Rico,18
Mistrató,Quinchía,33
Mistrató,Santa Rosa De Cabal,71
Mistrató,Santuario,34
Mistrató,Alcalá,82
Mistrató,Ansermanuevo,66
Mistrató,Cartago,75
Mistrató,El Águila,53
Mistrató,El Cairo,73
Mistrató,Obando,89
Mistrató,Toro,86
Mistrató,Ulloa,80
Mistrató,Versalles,88
Pereira,Pueblo Rico,58
Pereira,Quinchía,56
Pereira,Santa Rosa De Cabal,9
Pereira,Santuario,41
Pereira,Anzoátegui,69
Pereira,Armero,88
Pereira,Casabianca,69
Pereira,Falan,89
Pereira,Fresno,82
Pereira,Ibagué,64
Pereira,Mariquita,98
Pereira,Rovira,77
Pereira,Alcalá,18
Pereira,Andalucía,88
Pereira,Ansermanuevo,38
Pereira,Bugalagrande,81
Pereira,Caicedonia,58
Pereira,Cartago,28
Pereira,El Águila,39
Pereira,El Cairo,58
Pereira,El Dovio,68
Pereira,Obando,40
Pereira,Roldanillo,66
Pereira,Sevilla,75
Pereira,Toro,48
Pereira,Trujillo,96
Pereira,Tuluá,97
Pereira,Ulloa,13
Pereira,Versalles,63
Pereira,Zarzal,63
Pueblo Rico,Quinchía,37
Pueblo Rico,Santa Rosa De Cabal,60
Pueblo Rico,Santuario,18
Pueblo Rico,Alcalá,66
Pueblo Rico,Ansermanuevo,47
Pueblo Rico,Cartago,57
Pueblo Rico,El Águila,34
Pueblo Rico,El Cairo,55
